NCT Number	Status	Study Results	Gender	Age	Phases	Location_Country	Study Type	Trial_Duration_Category	Enrollment_Category	ALLOCATION	INTERVENTION MODEL	PRIMARY PURPOSE	OBSERVATIONAL MODEL	TIME PERSPECTIVE	PARTICIPANT	CARE PROVIDER	INVESTIGATOR	OUTCOMES ASSESSOR	DRUG	PROCEDURE	OTHER INTERVENTIONS TYPE	DEVICE	BIOLOGICAL	DIAGNOSTIC TEST	DIETARY SUPPLEMENT	GENETIC	COMBINATION PRODUCT	BEHAVIORAL	RADIATION	INDUSTRY	NIH	OTHER FUND SOURCE	U.S. FED
NCT04434131	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	2 - 5 years	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04427501	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	SEQUENTIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04331834	SUSPENDED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	SPAIN	INTERVENTIONAL	4 - 6 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04591717	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 1	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	11 - 50	NON-RANDOMIZED	SEQUENTIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04443803	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	1 - 3 months	less then 10	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04371926	WITHDRAWN	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NOT APPLICABLE	NO RECORD	INTERVENTIONAL	1 - 2 years	less then 10	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04386252	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04465474	RECRUITING	NO RESULTS AVAILABLE	FEMALE	ADULT, OLDER ADULT	NO RECORD	SPAIN	OBSERVATIONAL	2 - 5 years	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	OTHER	OTHER	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04313023	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04421404	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04501952	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 3	DENMARK	INTERVENTIONAL	4 - 6 months	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04336254	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	CHINA	INTERVENTIONAL	7 - 12 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	True	True	True	False	True	False	True	True	True	True	True	True	False	False	True	False
NCT04332094	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	SPAIN	INTERVENTIONAL	4 - 6 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04292899	COMPLETED	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 3	UNITED KINGDOM	INTERVENTIONAL	1 - 3 months	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04466280	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	IRAN	INTERVENTIONAL	4 - 6 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	True	True	False	True	True	False	True	True	True	True	True	True	True	False	False	True	False
NCT04456595	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	BRAZIL	INTERVENTIONAL	1 - 2 years	over 10000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04481633	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	FRANCE	INTERVENTIONAL	less then 1 month	501 - 1000	NON-RANDOMIZED	PARALLEL ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	False	True	True	True	True	True	False	False	True	False
NCT04385264	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	SWITZERLAND	INTERVENTIONAL	4 - 6 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04370782	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04312997	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04539262	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 3 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04334980	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	AUSTRALIA	INTERVENTIONAL	1 - 2 years	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04576312	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	DENMARK	INTERVENTIONAL	4 - 6 months	11 - 50	RANDOMIZED	SEQUENTIAL ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04377711	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 3	UNITED STATES OF AMERICA	INTERVENTIONAL	4 - 6 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04348409	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	BRAZIL	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04418375	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 2 years	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04353518	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	NO RECORD	INTERVENTIONAL	1 - 2 years	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	False	True	False
NCT04488081	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	2 - 5 years	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04569851	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	SPAIN	OBSERVATIONAL	1 - 2 years	over 10000	NO RECORD	NO RECORD	NO RECORD	OTHER	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04360551	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04308317	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	CHINA	INTERVENTIONAL	1 - 2 years	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04343989	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04348435	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	NO RECORD	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04460183	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	UNITED KINGDOM	INTERVENTIONAL	7 - 12 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	False	False	False
NCT04329572	SUSPENDED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	EARLY PHASE 1	BRAZIL	INTERVENTIONAL	1 - 3 months	201 - 500	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04445935	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	QATAR	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	True	False	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04583982	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 3 months	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	True	False	False	False
NCT04598334	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	BANGLADESH	OBSERVATIONAL	7 - 12 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04292730	COMPLETED	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 3	UNITED KINGDOM	INTERVENTIONAL	1 - 3 months	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04399317	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	QATAR	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	FACTORIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	True	True	True	True	False	True	True	True	True	True	True	True	True	False	False	False
NCT04431453	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT	PHASE 2|PHASE 3	UNITED KINGDOM	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04421625	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	FRANCE	INTERVENTIONAL	1 - 2 years	over 10000	NO RECORD	SINGLE GROUP ASSIGNMENT	SCREENING	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04484597	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	EGYPT	OBSERVATIONAL	4 - 6 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	CROSS-SECTIONAL	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04345510	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04428021	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	ITALY	INTERVENTIONAL	1 - 2 years	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	False	True	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04463264	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 2|PHASE 3	ARGENTINA	INTERVENTIONAL	4 - 6 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04345523	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	SPAIN	INTERVENTIONAL	1 - 3 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04542967	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	MEXICO	INTERVENTIONAL	1 - 3 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	True	False	True	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04374279	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04568018	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	RUSSIA	OBSERVATIONAL	1 - 2 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04582903	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	2 - 5 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False
NCT04426084	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SWEDEN	OBSERVATIONAL	2 - 5 years	over 10000	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	OTHER	False	False	False	False	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04379479	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	MEXICO	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04395391	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True	False	False	False
NCT04359992	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	1 - 2 years	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04473170	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	UNITED ARAB EMIRATES	INTERVENTIONAL	1 - 3 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04371965	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	FRANCE	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04381962	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	UNITED KINGDOM	INTERVENTIONAL	4 - 6 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04448119	RECRUITING	NO RESULTS AVAILABLE	ALL	OLDER ADULT	PHASE 2	CANADA	INTERVENTIONAL	4 - 6 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04346615	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04482699	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	51 - 100	RANDOMIZED	SEQUENTIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	True	True	False	True	False	True	True	True	True	True	True	True	False	True	False
NCT04363866	WITHDRAWN	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	less then 10	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04343976	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04491292	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	7 - 12 months	over 10000	NO RECORD	NO RECORD	NO RECORD	COHORT	CROSS-SECTIONAL	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	True	True	False
NCT04312464	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	CHINA	OBSERVATIONAL	1 - 3 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04382625	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04482647	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 1	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	False	False	False	False	True	False	False	True	True	True	True	True	True	True	True	False	True	True	False
NCT04537117	COMPLETED	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	EGYPT	OBSERVATIONAL	1 - 3 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	OTHER	CROSS-SECTIONAL	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04534790	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	MEXICO	INTERVENTIONAL	7 - 12 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	False	True	False
NCT04508777	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	4 - 6 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04344171	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	ROMANIA	OBSERVATIONAL	2 - 5 years	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04427098	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	ITALY	INTERVENTIONAL	4 - 6 months	201 - 500	NON-RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04408209	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	GREECE	INTERVENTIONAL	1 - 2 years	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04347369	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	CHINA	OBSERVATIONAL	7 - 12 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04389411	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	NO RECORD	INTERVENTIONAL	1 - 2 years	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04394117	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	AUSTRALIA	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04353596	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	GERMANY	INTERVENTIONAL	2 - 5 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04521010	COMPLETED	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	POLAND	OBSERVATIONAL	1 - 3 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	OTHER	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
